"","Age","Risk.factor","Sex","variable","value"
"16846",75,"StimulantMisuse","Female","LungCancer",NA
"16847",80,"StimulantMisuse","Female","LungCancer",NA
"16848",85,"StimulantMisuse","Female","LungCancer",NA
"16849",0,"StimulantMisuse","Female","MaternalMortality",NA
"16850",15,"StimulantMisuse","Female","MaternalMortality",NA
"16851",20,"StimulantMisuse","Female","MaternalMortality",NA
"16852",25,"StimulantMisuse","Female","MaternalMortality",NA
"16853",30,"StimulantMisuse","Female","MaternalMortality",NA
"16854",35,"StimulantMisuse","Female","MaternalMortality",NA
"16855",40,"StimulantMisuse","Female","MaternalMortality",NA
"16856",45,"StimulantMisuse","Female","MaternalMortality",NA
"16857",50,"StimulantMisuse","Female","MaternalMortality",NA
"16858",55,"StimulantMisuse","Female","MaternalMortality",NA
"16859",60,"StimulantMisuse","Female","MaternalMortality",NA
"16860",65,"StimulantMisuse","Female","MaternalMortality",NA
"16861",70,"StimulantMisuse","Female","MaternalMortality",NA
"16862",75,"StimulantMisuse","Female","MaternalMortality",NA
"16863",80,"StimulantMisuse","Female","MaternalMortality",NA
"16864",85,"StimulantMisuse","Female","MaternalMortality",NA
"16865",0,"StimulantMisuse","Female","OtherCancer",NA
"16866",15,"StimulantMisuse","Female","OtherCancer",NA
"16867",20,"StimulantMisuse","Female","OtherCancer",NA
"16868",25,"StimulantMisuse","Female","OtherCancer",NA
"16869",30,"StimulantMisuse","Female","OtherCancer",NA
"16870",35,"StimulantMisuse","Female","OtherCancer",NA
"16871",40,"StimulantMisuse","Female","OtherCancer",NA
"16872",45,"StimulantMisuse","Female","OtherCancer",NA
"16873",50,"StimulantMisuse","Female","OtherCancer",NA
"16874",55,"StimulantMisuse","Female","OtherCancer",NA
"16875",60,"StimulantMisuse","Female","OtherCancer",NA
"16876",65,"StimulantMisuse","Female","OtherCancer",NA
"16877",70,"StimulantMisuse","Female","OtherCancer",NA
"16878",75,"StimulantMisuse","Female","OtherCancer",NA
"16879",80,"StimulantMisuse","Female","OtherCancer",NA
"16880",85,"StimulantMisuse","Female","OtherCancer",NA
"16881",0,"StimulantMisuse","Female","Overdose",0.000398692
"16882",15,"StimulantMisuse","Female","Overdose",0.000398692
"16883",20,"StimulantMisuse","Female","Overdose",0.000398692
"16884",25,"StimulantMisuse","Female","Overdose",0.000398692
"16885",30,"StimulantMisuse","Female","Overdose",0.000398692
"16886",35,"StimulantMisuse","Female","Overdose",0.000398692
"16887",40,"StimulantMisuse","Female","Overdose",0.000398692
"16888",45,"StimulantMisuse","Female","Overdose",0.000398692
"16889",50,"StimulantMisuse","Female","Overdose",0.000398692
"16890",55,"StimulantMisuse","Female","Overdose",0.000398692
"16891",60,"StimulantMisuse","Female","Overdose",0.000398692
"16892",65,"StimulantMisuse","Female","Overdose",0.000398692
"16893",70,"StimulantMisuse","Female","Overdose",0.000398692
"16894",75,"StimulantMisuse","Female","Overdose",0.000398692
"16895",80,"StimulantMisuse","Female","Overdose",0.000398692
"16896",85,"StimulantMisuse","Female","Overdose",0.000398692
"16897",0,"StimulantMisuse","Female","Parkinsons",NA
"16898",15,"StimulantMisuse","Female","Parkinsons",NA
"16899",20,"StimulantMisuse","Female","Parkinsons",NA
"16900",25,"StimulantMisuse","Female","Parkinsons",NA
"16901",30,"StimulantMisuse","Female","Parkinsons",NA
"16902",35,"StimulantMisuse","Female","Parkinsons",NA
"16903",40,"StimulantMisuse","Female","Parkinsons",NA
"16904",45,"StimulantMisuse","Female","Parkinsons",NA
"16905",50,"StimulantMisuse","Female","Parkinsons",NA
"16906",55,"StimulantMisuse","Female","Parkinsons",NA
"16907",60,"StimulantMisuse","Female","Parkinsons",NA
"16908",65,"StimulantMisuse","Female","Parkinsons",NA
"16909",70,"StimulantMisuse","Female","Parkinsons",NA
"16910",75,"StimulantMisuse","Female","Parkinsons",NA
"16911",80,"StimulantMisuse","Female","Parkinsons",NA
"16912",85,"StimulantMisuse","Female","Parkinsons",NA
"16913",0,"StimulantMisuse","Female","ProstateCancer",NA
"16914",15,"StimulantMisuse","Female","ProstateCancer",NA
"16915",20,"StimulantMisuse","Female","ProstateCancer",NA
"16916",25,"StimulantMisuse","Female","ProstateCancer",NA
"16917",30,"StimulantMisuse","Female","ProstateCancer",NA
"16918",35,"StimulantMisuse","Female","ProstateCancer",NA
"16919",40,"StimulantMisuse","Female","ProstateCancer",NA
"16920",45,"StimulantMisuse","Female","ProstateCancer",NA
"16921",50,"StimulantMisuse","Female","ProstateCancer",NA
"16922",55,"StimulantMisuse","Female","ProstateCancer",NA
"16923",60,"StimulantMisuse","Female","ProstateCancer",NA
"16924",65,"StimulantMisuse","Female","ProstateCancer",NA
"16925",70,"StimulantMisuse","Female","ProstateCancer",NA
"16926",75,"StimulantMisuse","Female","ProstateCancer",NA
"16927",80,"StimulantMisuse","Female","ProstateCancer",NA
"16928",85,"StimulantMisuse","Female","ProstateCancer",NA
"16929",0,"StimulantMisuse","Female","Suicide",NA
"16930",15,"StimulantMisuse","Female","Suicide",NA
"16931",20,"StimulantMisuse","Female","Suicide",NA
"16932",25,"StimulantMisuse","Female","Suicide",NA
"16933",30,"StimulantMisuse","Female","Suicide",NA
"16934",35,"StimulantMisuse","Female","Suicide",NA
"16935",40,"StimulantMisuse","Female","Suicide",NA
"16936",45,"StimulantMisuse","Female","Suicide",NA
"16937",50,"StimulantMisuse","Female","Suicide",NA
"16938",55,"StimulantMisuse","Female","Suicide",NA
"16939",60,"StimulantMisuse","Female","Suicide",NA
"16940",65,"StimulantMisuse","Female","Suicide",NA
"16941",70,"StimulantMisuse","Female","Suicide",NA
"16942",75,"StimulantMisuse","Female","Suicide",NA
"16943",80,"StimulantMisuse","Female","Suicide",NA
"16944",85,"StimulantMisuse","Female","Suicide",NA
"16945",0,"StimulantMisuse","Female","Type2Diabetes",1
"16946",15,"StimulantMisuse","Female","Type2Diabetes",1
"16947",20,"StimulantMisuse","Female","Type2Diabetes",1
"16948",25,"StimulantMisuse","Female","Type2Diabetes",1
"16949",30,"StimulantMisuse","Female","Type2Diabetes",1
"16950",35,"StimulantMisuse","Female","Type2Diabetes",1
"16951",40,"StimulantMisuse","Female","Type2Diabetes",1
"16952",45,"StimulantMisuse","Female","Type2Diabetes",1
"16953",50,"StimulantMisuse","Female","Type2Diabetes",1
"16954",55,"StimulantMisuse","Female","Type2Diabetes",1
"16955",60,"StimulantMisuse","Female","Type2Diabetes",1
"16956",65,"StimulantMisuse","Female","Type2Diabetes",1
"16957",70,"StimulantMisuse","Female","Type2Diabetes",1
"16958",75,"StimulantMisuse","Female","Type2Diabetes",1
"16959",80,"StimulantMisuse","Female","Type2Diabetes",1
"16960",85,"StimulantMisuse","Female","Type2Diabetes",1
"16961",0,"StimulantMisuse","Male","Accident",1
"16962",15,"StimulantMisuse","Male","Accident",1
"16963",20,"StimulantMisuse","Male","Accident",1
"16964",25,"StimulantMisuse","Male","Accident",1
"16965",30,"StimulantMisuse","Male","Accident",1
"16966",35,"StimulantMisuse","Male","Accident",1
"16967",40,"StimulantMisuse","Male","Accident",1
"16968",45,"StimulantMisuse","Male","Accident",1
"16969",50,"StimulantMisuse","Male","Accident",1
"16970",55,"StimulantMisuse","Male","Accident",1
"16971",60,"StimulantMisuse","Male","Accident",1
"16972",65,"StimulantMisuse","Male","Accident",1
"16973",70,"StimulantMisuse","Male","Accident",1
"16974",75,"StimulantMisuse","Male","Accident",1
"16975",80,"StimulantMisuse","Male","Accident",1
"16976",85,"StimulantMisuse","Male","Accident",1
"16977",0,"StimulantMisuse","Male","Alzheimers",1
"16978",15,"StimulantMisuse","Male","Alzheimers",1
"16979",20,"StimulantMisuse","Male","Alzheimers",1
"16980",25,"StimulantMisuse","Male","Alzheimers",1
"16981",30,"StimulantMisuse","Male","Alzheimers",1
"16982",35,"StimulantMisuse","Male","Alzheimers",1
"16983",40,"StimulantMisuse","Male","Alzheimers",1
"16984",45,"StimulantMisuse","Male","Alzheimers",1
"16985",50,"StimulantMisuse","Male","Alzheimers",1
"16986",55,"StimulantMisuse","Male","Alzheimers",1
"16987",60,"StimulantMisuse","Male","Alzheimers",1
"16988",65,"StimulantMisuse","Male","Alzheimers",1
"16989",70,"StimulantMisuse","Male","Alzheimers",1
"16990",75,"StimulantMisuse","Male","Alzheimers",1
"16991",80,"StimulantMisuse","Male","Alzheimers",1
"16992",85,"StimulantMisuse","Male","Alzheimers",1
"16993",0,"StimulantMisuse","Male","Assault",1
"16994",15,"StimulantMisuse","Male","Assault",1
"16995",20,"StimulantMisuse","Male","Assault",1
"16996",25,"StimulantMisuse","Male","Assault",1
"16997",30,"StimulantMisuse","Male","Assault",1
"16998",35,"StimulantMisuse","Male","Assault",1
"16999",40,"StimulantMisuse","Male","Assault",1
"17000",45,"StimulantMisuse","Male","Assault",1
"17001",50,"StimulantMisuse","Male","Assault",1
"17002",55,"StimulantMisuse","Male","Assault",1
"17003",60,"StimulantMisuse","Male","Assault",1
"17004",65,"StimulantMisuse","Male","Assault",1
"17005",70,"StimulantMisuse","Male","Assault",1
"17006",75,"StimulantMisuse","Male","Assault",1
"17007",80,"StimulantMisuse","Male","Assault",1
"17008",85,"StimulantMisuse","Male","Assault",1
"17009",0,"StimulantMisuse","Male","BreastCancer",NA
"17010",15,"StimulantMisuse","Male","BreastCancer",NA
"17011",20,"StimulantMisuse","Male","BreastCancer",NA
"17012",25,"StimulantMisuse","Male","BreastCancer",NA
"17013",30,"StimulantMisuse","Male","BreastCancer",NA
"17014",35,"StimulantMisuse","Male","BreastCancer",NA
"17015",40,"StimulantMisuse","Male","BreastCancer",NA
"17016",45,"StimulantMisuse","Male","BreastCancer",NA
"17017",50,"StimulantMisuse","Male","BreastCancer",NA
"17018",55,"StimulantMisuse","Male","BreastCancer",NA
"17019",60,"StimulantMisuse","Male","BreastCancer",NA
"17020",65,"StimulantMisuse","Male","BreastCancer",NA
"17021",70,"StimulantMisuse","Male","BreastCancer",NA
"17022",75,"StimulantMisuse","Male","BreastCancer",NA
"17023",80,"StimulantMisuse","Male","BreastCancer",NA
"17024",85,"StimulantMisuse","Male","BreastCancer",NA
"17025",0,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17026",15,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17027",20,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17028",25,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17029",30,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17030",35,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17031",40,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17032",45,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17033",50,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17034",55,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17035",60,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17036",65,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17037",70,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17038",75,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17039",80,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17040",85,"StimulantMisuse","Male","CerebrovascularDisease",1.6
"17041",0,"StimulantMisuse","Male","CervicalCancer",NA
"17042",15,"StimulantMisuse","Male","CervicalCancer",NA
"17043",20,"StimulantMisuse","Male","CervicalCancer",NA
"17044",25,"StimulantMisuse","Male","CervicalCancer",NA
"17045",30,"StimulantMisuse","Male","CervicalCancer",NA
"17046",35,"StimulantMisuse","Male","CervicalCancer",NA
"17047",40,"StimulantMisuse","Male","CervicalCancer",NA
"17048",45,"StimulantMisuse","Male","CervicalCancer",NA
"17049",50,"StimulantMisuse","Male","CervicalCancer",NA
"17050",55,"StimulantMisuse","Male","CervicalCancer",NA
"17051",60,"StimulantMisuse","Male","CervicalCancer",NA
"17052",65,"StimulantMisuse","Male","CervicalCancer",NA
"17053",70,"StimulantMisuse","Male","CervicalCancer",NA
"17054",75,"StimulantMisuse","Male","CervicalCancer",NA
"17055",80,"StimulantMisuse","Male","CervicalCancer",NA
"17056",85,"StimulantMisuse","Male","CervicalCancer",NA
"17057",0,"StimulantMisuse","Male","ChronicLiverDisease",1
"17058",15,"StimulantMisuse","Male","ChronicLiverDisease",1
"17059",20,"StimulantMisuse","Male","ChronicLiverDisease",1
"17060",25,"StimulantMisuse","Male","ChronicLiverDisease",1
"17061",30,"StimulantMisuse","Male","ChronicLiverDisease",1
"17062",35,"StimulantMisuse","Male","ChronicLiverDisease",1
"17063",40,"StimulantMisuse","Male","ChronicLiverDisease",1
"17064",45,"StimulantMisuse","Male","ChronicLiverDisease",1
"17065",50,"StimulantMisuse","Male","ChronicLiverDisease",1
"17066",55,"StimulantMisuse","Male","ChronicLiverDisease",1
"17067",60,"StimulantMisuse","Male","ChronicLiverDisease",1
"17068",65,"StimulantMisuse","Male","ChronicLiverDisease",1
"17069",70,"StimulantMisuse","Male","ChronicLiverDisease",1
"17070",75,"StimulantMisuse","Male","ChronicLiverDisease",1
"17071",80,"StimulantMisuse","Male","ChronicLiverDisease",1
"17072",85,"StimulantMisuse","Male","ChronicLiverDisease",1
"17073",0,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17074",15,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17075",20,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17076",25,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17077",30,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17078",35,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17079",40,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17080",45,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17081",50,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17082",55,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17083",60,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17084",65,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17085",70,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17086",75,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17087",80,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17088",85,"StimulantMisuse","Male","ChronicLowerRespiratoryDisease",1
"17089",0,"StimulantMisuse","Male","ColorectalCancer",NA
"17090",15,"StimulantMisuse","Male","ColorectalCancer",NA
"17091",20,"StimulantMisuse","Male","ColorectalCancer",NA
"17092",25,"StimulantMisuse","Male","ColorectalCancer",NA
"17093",30,"StimulantMisuse","Male","ColorectalCancer",NA
"17094",35,"StimulantMisuse","Male","ColorectalCancer",NA
"17095",40,"StimulantMisuse","Male","ColorectalCancer",NA
"17096",45,"StimulantMisuse","Male","ColorectalCancer",NA
"17097",50,"StimulantMisuse","Male","ColorectalCancer",NA
"17098",55,"StimulantMisuse","Male","ColorectalCancer",NA
"17099",60,"StimulantMisuse","Male","ColorectalCancer",NA
"17100",65,"StimulantMisuse","Male","ColorectalCancer",NA
"17101",70,"StimulantMisuse","Male","ColorectalCancer",NA
"17102",75,"StimulantMisuse","Male","ColorectalCancer",NA
"17103",80,"StimulantMisuse","Male","ColorectalCancer",NA
"17104",85,"StimulantMisuse","Male","ColorectalCancer",NA
"17105",0,"StimulantMisuse","Male","HeartDiseases",1
"17106",15,"StimulantMisuse","Male","HeartDiseases",1
"17107",20,"StimulantMisuse","Male","HeartDiseases",1
"17108",25,"StimulantMisuse","Male","HeartDiseases",1
"17109",30,"StimulantMisuse","Male","HeartDiseases",1
"17110",35,"StimulantMisuse","Male","HeartDiseases",1
"17111",40,"StimulantMisuse","Male","HeartDiseases",1
"17112",45,"StimulantMisuse","Male","HeartDiseases",1
"17113",50,"StimulantMisuse","Male","HeartDiseases",1
"17114",55,"StimulantMisuse","Male","HeartDiseases",1
"17115",60,"StimulantMisuse","Male","HeartDiseases",1
"17116",65,"StimulantMisuse","Male","HeartDiseases",1
"17117",70,"StimulantMisuse","Male","HeartDiseases",1
"17118",75,"StimulantMisuse","Male","HeartDiseases",1
"17119",80,"StimulantMisuse","Male","HeartDiseases",1
"17120",85,"StimulantMisuse","Male","HeartDiseases",1
"17121",0,"StimulantMisuse","Male","Hypertension",1
"17122",15,"StimulantMisuse","Male","Hypertension",1
"17123",20,"StimulantMisuse","Male","Hypertension",1
"17124",25,"StimulantMisuse","Male","Hypertension",1
"17125",30,"StimulantMisuse","Male","Hypertension",1
"17126",35,"StimulantMisuse","Male","Hypertension",1
"17127",40,"StimulantMisuse","Male","Hypertension",1
"17128",45,"StimulantMisuse","Male","Hypertension",1
"17129",50,"StimulantMisuse","Male","Hypertension",1
"17130",55,"StimulantMisuse","Male","Hypertension",1
"17131",60,"StimulantMisuse","Male","Hypertension",1
"17132",65,"StimulantMisuse","Male","Hypertension",1
"17133",70,"StimulantMisuse","Male","Hypertension",1
"17134",75,"StimulantMisuse","Male","Hypertension",1
"17135",80,"StimulantMisuse","Male","Hypertension",1
"17136",85,"StimulantMisuse","Male","Hypertension",1
"17137",0,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17138",15,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17139",20,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17140",25,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17141",30,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17142",35,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17143",40,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17144",45,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17145",50,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17146",55,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17147",60,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17148",65,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17149",70,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17150",75,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17151",80,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17152",85,"StimulantMisuse","Male","InfluenzaPneumonia",1
"17153",0,"StimulantMisuse","Male","LungCancer",NA
"17154",15,"StimulantMisuse","Male","LungCancer",NA
"17155",20,"StimulantMisuse","Male","LungCancer",NA
"17156",25,"StimulantMisuse","Male","LungCancer",NA
"17157",30,"StimulantMisuse","Male","LungCancer",NA
"17158",35,"StimulantMisuse","Male","LungCancer",NA
"17159",40,"StimulantMisuse","Male","LungCancer",NA
"17160",45,"StimulantMisuse","Male","LungCancer",NA
"17161",50,"StimulantMisuse","Male","LungCancer",NA
"17162",55,"StimulantMisuse","Male","LungCancer",NA
"17163",60,"StimulantMisuse","Male","LungCancer",NA
"17164",65,"StimulantMisuse","Male","LungCancer",NA
"17165",70,"StimulantMisuse","Male","LungCancer",NA
"17166",75,"StimulantMisuse","Male","LungCancer",NA
"17167",80,"StimulantMisuse","Male","LungCancer",NA
"17168",85,"StimulantMisuse","Male","LungCancer",NA
"17169",0,"StimulantMisuse","Male","MaternalMortality",NA
"17170",15,"StimulantMisuse","Male","MaternalMortality",NA
"17171",20,"StimulantMisuse","Male","MaternalMortality",NA
"17172",25,"StimulantMisuse","Male","MaternalMortality",NA
"17173",30,"StimulantMisuse","Male","MaternalMortality",NA
"17174",35,"StimulantMisuse","Male","MaternalMortality",NA
"17175",40,"StimulantMisuse","Male","MaternalMortality",NA
"17176",45,"StimulantMisuse","Male","MaternalMortality",NA
